,passenger_count,distances,trip_duration
22765,1,16281,1395
22766,6,1886,611
22767,1,2854,895
22768,1,2910,1166
22769,1,1000,603
22770,1,781,451
22771,2,20752,3267
22772,3,7497,1297
22773,1,9949,1629
22774,1,1120,353
22775,2,8887,1659
22776,1,569,222
22777,2,2985,1901
22778,1,1273,349
22779,1,1570,567
22780,1,1737,571
22781,1,2033,450
22782,3,1061,262
22783,1,2743,1137
22784,1,993,305
22785,1,3135,354
22786,5,2445,906
22787,1,940,292
22788,1,1893,462
22789,1,6183,1077
22790,1,2744,724
22791,1,2475,1142
22792,4,582,188
22793,1,2384,698
22794,1,4958,1973
22795,1,4720,1250
22796,1,10958,983
22797,1,2936,1221
22798,2,1817,353
22799,4,1457,676
22800,1,6114,841
22801,1,5363,1092
22802,5,1513,542
22803,1,4943,965
22804,1,928,243
22805,1,1152,277
22806,1,999,190
22807,1,2277,761
22808,1,1398,244
22809,1,2706,669
22810,3,6755,1433
22811,1,1080,248
22812,1,2306,439
22813,1,1528,456
22814,4,956,461
22815,2,2731,573
22816,1,6168,1462
22817,4,2734,1165
22818,1,1021,1127
22819,1,1330,572
22820,1,22283,1555
22821,1,2132,904
22822,1,655,241
22823,2,1929,649
22824,2,1330,786
22825,1,8418,1060
22826,1,2178,783
22827,1,5164,742
22828,1,992,178
22829,1,1887,597
22830,1,2338,303
22831,1,3204,628
22832,5,788,627
22833,1,887,289
22834,2,4758,1232
22835,1,8258,1225
22836,1,1699,906
22837,6,1366,341
22838,1,1029,702
22839,1,1139,234
22840,1,939,205
22841,1,123,83
22842,1,2390,1167
22843,1,1857,513
22844,1,1309,377
22845,1,3835,1448
22846,1,2593,496
22847,3,1068,813
22848,2,1467,619
22849,3,3014,578
22850,5,3096,1480
22851,2,4064,738
22852,1,1277,375
22853,1,3092,1864
22854,4,3033,664
22855,2,867,1121
22856,1,1465,669
22857,1,1619,1210
22858,2,23765,3013
22859,1,2118,801
22860,1,1005,136
22861,1,2568,1031
22862,1,3738,798
22863,1,2388,476
22864,1,3839,1232
22865,2,20254,1571
22866,1,1171,449
22867,6,3878,529
22868,1,1352,369
22869,2,1140,430
22870,3,2453,546
22871,1,7124,786
22872,1,7215,1109
22873,1,723,167
22874,2,2716,1453
22875,3,934,499
22876,1,4091,717
22877,1,3643,767
22878,1,4053,2161
22879,1,3004,829
22880,2,10045,1853
22881,1,2699,510
22882,1,1044,554
22883,1,672,234
22884,1,5158,1551
22885,3,2013,551
22886,4,1700,412
22887,1,1111,245
22888,1,2472,435
22889,1,3112,1020
22890,1,1573,322
22891,2,2470,960
22892,1,4764,1233
22893,1,1945,609
22894,4,2052,1367
22895,2,6349,944
22896,6,2936,911
22897,1,1287,417
22898,2,1963,811
22899,1,2000,960
22900,1,3544,1091
22901,2,4844,2366
22902,1,2542,972
22903,1,1512,411
22904,1,3963,933
22905,1,3631,1774
22906,2,982,480
22907,1,35414,3492
22908,1,7874,1270
22909,2,2375,388
22910,1,9470,2892
22911,1,1744,485
22912,1,743,302
22913,1,2104,1053
22914,1,14645,3128
22915,1,298,123
22916,1,612,323
22917,1,641,111
22918,1,1893,742
22919,1,543,77
22920,1,1649,259
22921,1,508,324
22922,1,1121,298
22923,1,4304,1387
22924,1,6374,939
22925,3,1041,272
22926,1,420,173
22927,1,15713,1193
22928,2,1162,210
22929,1,5063,1045
22930,5,1898,705
22931,1,1176,1398
22932,1,1059,785
22933,6,2016,339
22934,4,2802,703
22935,1,3066,699
22936,1,971,354
22937,1,2949,633
22938,1,2417,959
22939,1,1776,562
22940,4,1363,426
22941,1,5596,1507
22942,1,1638,649
22943,1,1754,779
22944,1,1342,402
22945,3,615,293
22946,6,6347,1869
22947,1,1352,288
22948,1,4367,1263
22949,1,1058,315
22950,1,697,178
22951,1,4434,1031
22952,1,791,200
22953,1,4402,559
22954,1,5382,813
22955,2,1207,205
22956,1,3199,749
22957,2,5100,2049
22958,1,1171,367
22959,1,1904,1286
22960,2,991,480
22961,1,702,341
22962,1,436,204
22963,4,1032,240
22964,1,835,707
22965,1,3750,973
22966,2,9351,2742
22967,1,1567,1068
22968,1,2085,700
22969,1,8173,1200
22970,1,5791,998
22971,1,1001,351
22972,2,1987,586
22973,1,4003,1684
22974,1,2545,818
22975,1,1453,264
22976,1,2897,959
22977,1,2834,1220
22978,1,4420,2200
22979,2,1407,274
22980,1,1491,596
22981,1,6271,1097
22982,2,4287,1750
22983,4,1728,350
22984,4,2644,401
22985,1,614,829
22986,1,419,364
22987,1,1816,632
22988,1,10945,1806
22989,5,3466,830
22990,1,2155,623
22991,2,1689,812
22992,1,3084,930
22993,5,588,150
22994,1,41039,5226
22995,1,2583,676
22996,1,1061,246
22997,1,2166,736
22998,1,1038,257
22999,1,7586,1156
23000,1,2543,399
23001,1,265,207
23002,1,1484,288
23003,1,1799,1252
23004,1,1933,749
23005,1,1152,280
23006,1,19183,1756
23007,1,1505,327
23008,1,1301,960
23009,1,3264,774
23010,1,2592,555
23011,1,4417,1610
23012,1,2142,821
23013,2,2462,787
23014,1,9627,1793
23015,1,1024,227
23016,1,1397,765
23017,1,1402,776
23018,1,2823,937
23019,1,3790,1340
23020,1,1679,436
23021,1,4648,1172
23022,2,1220,451
23023,1,2327,534
23024,3,1148,424
23025,2,3934,579
23026,1,430,107
23027,1,4643,2043
23028,1,556,151
23029,5,2550,1255
23030,2,1876,453
23031,1,2226,593
23032,1,1511,887
23033,1,8810,877
23034,2,3483,1116
23035,1,3256,760
23036,1,1017,122
23037,1,2525,1175
23038,1,512,195
23039,1,877,338
23040,1,9011,866
23041,3,3947,1079
23042,1,2151,561
23043,1,1238,552
23044,3,304,201
23045,1,5014,1247
23046,1,1306,817
23047,1,5668,1843
23048,2,546,311
23049,1,4354,619
23050,1,12656,2231
23051,1,2872,327
23052,1,7253,1541
23053,1,12840,1664
23054,2,696,215
23055,2,3359,855
23056,1,1058,511
23057,1,19176,3221
23058,1,16386,1613
23059,1,848,465
23060,1,3530,1153
23061,5,1105,353
23062,6,1272,989
23063,1,1734,701
23064,1,1987,403
23065,1,13981,1766
23066,2,3576,972
23067,1,1639,735
23068,1,16,881
23069,1,1064,350
23070,1,732,136
23071,1,1608,514
23072,1,2483,532
23073,1,335,219
23074,1,2997,326
23075,1,1215,418
23076,1,2446,1005
23077,2,1606,432
23078,1,3180,599
23079,1,0,616
23080,1,5203,774
23081,1,348,176
23082,1,8386,811
23083,1,1564,468
23084,4,1487,191
23085,2,2294,760
23086,5,12690,1391
23087,6,3709,814
23088,1,5403,1127
23089,1,2885,1699
23090,1,9950,2410
23091,1,15893,3180
23092,1,4156,1450
23093,1,1008,202
23094,1,1526,423
23095,1,4407,1152
23096,1,975,286
23097,1,3027,936
23098,3,3658,986
23099,1,1117,375
23100,1,752,426
23101,5,1249,1074
23102,1,1057,527
23103,5,2627,1309
23104,1,1595,1309
23105,1,1225,154
23106,2,1863,533
23107,1,1007,202
23108,1,22679,2807
23109,1,1724,481
23110,1,405,252
23111,1,1301,1071
23112,1,2955,1217
23113,1,1655,234
23114,1,645,150
23115,1,6799,1146
23116,1,2067,565
23117,5,1294,707
23118,1,15122,1931
23119,2,3897,895
23120,1,3761,1224
23121,1,1147,309
23122,2,2104,2363
23123,1,1532,277
23124,1,4306,1003
23125,3,5890,1542
23126,3,11409,2662
23127,1,8055,2836
23128,2,1253,403
23129,5,17,2108
23130,5,1828,690
23131,3,3357,1304
23132,1,3430,1090
23133,1,2720,1313
23134,2,1233,415
23135,1,2200,570
23136,6,1369,754
23137,1,7329,2202
23138,1,1390,291
23139,1,1119,318
23140,1,1290,481
23141,1,2270,455
23142,1,2575,774
23143,1,3145,1094
23144,1,3233,1074
23145,1,11590,1366
23146,1,11121,1934
23147,1,1553,578
23148,1,876,638
23149,1,486,361
23150,2,1878,608
23151,1,1311,382
23152,3,1622,579
23153,1,2736,703
23154,1,1681,850
23155,1,609,213
23156,1,1822,443
23157,1,1384,543
23158,1,1566,883
23159,2,2817,1224
23160,2,4868,1105
23161,1,3043,1006
23162,6,1806,454
23163,1,6798,1276
23164,1,3862,579
23165,5,3342,954
23166,2,2936,1004
23167,1,2171,757
23168,2,1208,528
23169,1,2923,624
23170,1,2137,425
23171,1,2568,325
23172,2,2914,1068
23173,2,4761,1159
23174,1,1045,465
23175,2,4817,1088
23176,1,2025,708
23177,2,14076,3807
23178,1,13996,3335
23179,1,7056,1070
23180,1,566,516
23181,2,730,65
23182,1,1818,624
23183,1,4010,787
23184,5,2541,783
23185,5,1233,561
23186,1,161,25
23187,6,2825,814
23188,2,2731,999
23189,1,3698,819
23190,2,2681,792
23191,1,855,409
23192,1,1216,312
23193,1,0,3
23194,3,8759,2108
23195,1,3198,2522
23196,1,6839,1720
23197,1,2062,529
23198,1,9981,2191
23199,1,1273,719
23200,1,3121,608
23201,1,1823,616
23202,2,3781,746
23203,2,3753,949
23204,1,1088,446
23205,1,10996,2171
23206,1,694,263
23207,5,2267,626
23208,1,11155,1833
23209,1,745,983
23210,1,818,566
23211,1,4716,1194
23212,1,1464,528
23213,1,3606,1203
23214,1,1294,597
23215,2,3653,1818
23216,1,654,87
23217,1,17272,1648
23218,1,1535,442
23219,1,1018,342
23220,1,1554,536
23221,1,22755,3384
23222,1,2957,1031
23223,1,1759,800
23224,1,1241,610
23225,1,5450,2011
23226,3,1783,660
23227,1,1754,512
23228,1,3251,905
23229,1,5348,996
23230,5,1968,797
23231,1,1074,341
23232,1,487,1399
23233,1,3439,1007
23234,1,2286,719
23235,1,2153,426
23236,1,14589,1228
23237,1,3442,1001
23238,1,1092,353
23239,1,1852,1501
23240,1,897,595
23241,1,6845,1452
23242,1,2290,772
23243,1,2177,774
23244,3,1898,524
23245,6,11175,1967
23246,1,915,349
23247,1,9022,1720
23248,1,3835,800
23249,2,11202,2080
23250,1,4931,591
23251,1,2643,570
23252,1,4265,2092
23253,1,6820,1243
23254,1,1372,381
23255,1,2356,1394
23256,2,5075,1072
23257,6,7990,1523
23258,1,5404,796
23259,2,5615,1823
23260,1,22755,2956
23261,6,6703,1367
23262,5,0,755
23263,1,2031,368
23264,1,9769,1617
23265,2,4401,573
23266,1,8159,1462
23267,1,1015,456
23268,1,4689,1627
23269,1,1731,558
23270,1,7427,1929
23271,1,6540,1660
23272,1,3037,800
23273,1,1242,797
23274,2,758,282
23275,1,890,322
23276,1,4462,595
23277,1,7821,1394
23278,6,1022,315
23279,1,1932,430
23280,5,20917,2335
23281,5,8789,2118
23282,1,3299,662
23283,1,3052,615
23284,1,1014,280
23285,1,2202,252
23286,1,2095,602
23287,1,4972,1170
23288,3,21209,3856
23289,1,16024,1890
23290,1,3262,1045
23291,1,1648,239
23292,1,2114,579
23293,1,938,446
23294,2,3589,962
23295,2,4057,1940
23296,2,5900,1170
23297,1,2152,857
23298,1,1330,779
23299,1,1265,527
23300,1,5725,1680
23301,1,640,162
23302,5,3285,1179
23303,2,6389,2215
23304,5,922,357
23305,1,4364,2261
23306,1,2728,560
23307,1,270,75
23308,1,2573,1055
23309,1,737,1013
23310,1,15706,1444
23311,2,1229,369
23312,1,2169,709
23313,5,4977,735
23314,2,1127,514
23315,5,1625,376
23316,1,1539,442
23317,1,857,208
23318,1,849,328
23319,3,4498,755
23320,1,1739,557
23321,3,3649,1102
23322,1,4687,1116
23323,1,2501,524
23324,1,6301,775
23325,2,1143,817
23326,1,2022,981
23327,1,3757,638
23328,1,8626,2177
23329,6,4258,1430
23330,1,4473,451
23331,1,2731,1336
23332,2,13427,1243
23333,3,22857,4118
23334,1,15201,1940
23335,1,4000,449
23336,6,583,197
23337,1,5247,898
23338,1,564,408
23339,1,3377,1460
23340,1,1688,935
23341,1,1585,416
23342,1,1760,1196
23343,1,2730,1356
23344,1,2762,328
23345,1,1976,497
23346,1,1273,415
23347,1,1589,671
23348,5,8342,1401
23349,2,2798,759
23350,2,2430,494
23351,1,926,349
23352,2,2530,943
23353,1,2080,540
23354,1,1918,1094
23355,1,1334,303
23356,3,1404,370
23357,1,2906,510
23358,1,949,123
23359,1,7927,1832
23360,6,968,585
23361,4,1557,378
23362,1,5474,1033
23363,1,610,226
23364,1,1522,271
23365,1,676,309
23366,1,2564,665
23367,1,3232,1017
23368,1,768,220
23369,1,6116,789
23370,3,3125,860
23371,1,1319,2323
23372,2,5627,1910
23373,2,2964,427
23374,1,13771,910
23375,1,2128,540
23376,4,1812,460
23377,1,2149,377
23378,1,1282,391
23379,2,5317,785
23380,1,2051,406
23381,1,6533,2020
23382,2,912,158
23383,1,843,285
23384,1,3697,551
23385,5,7485,1346
23386,1,818,85
23387,1,1743,888
23388,1,2450,465
23389,1,4834,1248
23390,1,3104,1531
23391,1,3487,592
23392,1,1889,566
23393,5,1123,189
23394,4,793,380
23395,1,1281,415
23396,1,1334,308
23397,1,512,197
23398,1,2348,692
23399,1,2322,1362
23400,1,898,413
23401,1,956,514
23402,1,3028,686
23403,1,1327,708
23404,6,1102,517
23405,3,2246,703
23406,1,1405,272
23407,1,2619,1069
23408,4,184,244
23409,1,727,266
23410,1,5054,1076
23411,3,1657,646
23412,1,557,334
23413,1,628,143
23414,1,2849,775
23415,2,7893,2396
23416,1,595,285
23417,1,862,199
23418,6,3732,1095
23419,1,10000,2101
23420,2,3131,1086
23421,1,2270,978
23422,2,782,295
23423,1,2686,521
23424,1,1471,309
23425,1,380,230
23426,1,3695,738
23427,1,947,583
23428,1,6155,1153
23429,5,2919,556
23430,1,621,161
23431,3,722,1104
23432,1,1111,321
23433,1,1105,383
23434,1,1574,404
23435,1,1066,367
23436,6,1015,233
23437,4,6832,1266
23438,1,3884,997
23439,1,4207,725
23440,1,1208,405
23441,1,1388,496
23442,1,3193,1225
23443,1,1500,394
23444,2,3271,1203
23445,2,901,215
23446,1,9709,1202
23447,1,2765,595
23448,5,15086,1942
23449,1,814,307
23450,5,1791,571
23451,5,2219,1336
23452,5,827,225
23453,1,2510,746
23454,1,2113,1039
23455,1,1970,593
23456,3,369,421
23457,6,5011,1702
23458,1,960,240
23459,2,2680,549
23460,1,813,194
23461,1,1644,323
23462,1,5108,1002
23463,1,4438,765
23464,1,3863,1447
23465,1,5049,894
23466,1,2436,690
23467,1,1017,385
23468,1,764,195
23469,5,5426,1100
23470,1,1449,485
23471,2,3372,1345
23472,1,704,294
23473,1,3738,1367
23474,1,1780,356
23475,1,1747,1041
23476,5,6772,1065
23477,1,2360,418
23478,1,4223,922
23479,2,1320,503
23480,5,725,639
23481,2,2234,801
23482,1,3110,797
23483,2,2508,1324
23484,1,1550,953
23485,5,1029,854
23486,2,4213,1156
23487,1,5518,680
23488,1,1356,420
23489,3,2393,774
23490,1,6526,2176
23491,1,6066,1004
23492,1,2272,625
23493,6,1372,293
23494,5,2081,968
23495,1,1219,433
23496,1,1801,413
23497,1,1326,259
23498,1,8237,1421
23499,1,257,130
23500,1,4140,918
23501,1,2018,690
23502,1,1385,518
23503,1,766,179
23504,2,1922,575
23505,2,3481,654
23506,3,1283,406
23507,1,3819,726
23508,1,1073,318
23509,3,796,327
23510,1,640,582
23511,1,0,568
23512,5,982,280
23513,1,1024,225
23514,1,7786,919
23515,3,946,511
23516,1,3023,642
23517,2,3544,821
23518,1,918,495
23519,1,4080,1367
23520,5,658,460
23521,1,1252,442
23522,1,7522,730
23523,6,12138,84442
23524,1,1892,306
23525,1,784,712
23526,1,1280,393
23527,1,3215,1447
23528,2,2217,578
23529,2,3471,745
23530,1,2498,1147
23531,1,2201,438
23532,1,764,266
23533,2,21068,1840
23534,2,1099,355
23535,1,3683,706
23536,1,1397,530
23537,1,1104,205
23538,1,6201,1977
23539,1,935,338
23540,1,2605,864
23541,1,4291,908
23542,1,17378,1907
23543,5,1052,454
23544,1,1288,333
23545,1,839,237
23546,1,4430,1034
23547,1,859,234
23548,1,2131,810
23549,2,1672,659
23550,2,2850,1002
23551,2,2884,459
23552,5,1596,242
23553,2,3604,1008
23554,4,2209,916
23555,1,3430,951
23556,1,4269,805
23557,1,518,427
23558,1,3715,686
23559,1,2693,1745
23560,1,5841,808
23561,1,2017,515
23562,1,1173,399
23563,1,6815,1489
23564,1,851,409
23565,1,3309,545
23566,1,2250,606
23567,2,2463,635
23568,2,773,266
23569,1,1599,1007
23570,2,1611,561
23571,1,1645,541
23572,5,9545,2379
23573,1,3905,1106
23574,2,5794,868
23575,1,1877,290
23576,1,1286,565
23577,1,458,849
23578,1,1204,706
23579,2,2649,1147
23580,1,7590,1983
23581,1,2418,622
23582,2,1188,663
23583,1,2949,1132
23584,1,1822,1084
23585,1,1044,539
23586,1,2607,707
23587,1,3964,570
23588,1,613,63
23589,1,8969,1180
23590,1,4787,1326
23591,1,1698,303
23592,1,3954,1478
23593,1,1269,430
23594,5,1106,538
23595,1,1037,418
23596,1,766,235
23597,1,2917,374
23598,5,917,328
23599,1,1158,390
23600,5,1998,629
23601,1,1039,131
23602,1,2888,911
23603,5,3179,851
23604,1,743,340
23605,1,1477,307
23606,5,1261,681
23607,1,1908,1564
23608,1,874,219
23609,4,1388,449
23610,2,1564,442
23611,1,1368,284
23612,6,4428,1191
23613,1,0,18
23614,1,1031,383
23615,1,534,425
23616,1,876,430
23617,6,3663,857
23618,1,5696,1137
23619,1,5473,1623
23620,2,20265,3897
23621,1,3161,761
23622,2,2275,440
23623,1,4676,1483
23624,6,1002,347
23625,3,7174,1124
23626,1,13390,1479
23627,1,1546,308
23628,5,2566,955
23629,1,2255,870
23630,1,706,60
23631,1,1607,1080
23632,1,27,4
23633,1,2914,934
23634,1,3473,776
23635,5,1465,486
23636,1,1630,1019
23637,1,3799,1029
23638,1,2437,519
23639,1,704,188
23640,1,5468,1100
23641,1,1939,420
23642,1,580,271
23643,1,1901,254
23644,3,1013,471
23645,1,444,142
23646,1,5339,1757
23647,1,2766,286
23648,1,5081,1572
23649,1,4806,992
23650,1,1048,615
23651,1,8437,1636
23652,1,2014,497
23653,1,727,166
23654,1,1376,365
23655,1,2030,443
23656,5,1496,474
23657,1,1721,827
23658,1,632,88
23659,4,1359,438
23660,3,20072,2098
23661,1,1575,497
23662,1,1558,584
23663,2,1487,490
23664,1,989,261
23665,1,789,364
23666,1,3069,750
23667,1,6537,2503
23668,1,1966,728
23669,1,2763,789
23670,1,2830,832
23671,1,3367,1260
23672,1,7848,768
23673,2,1730,466
23674,1,4030,1780
23675,1,2982,1076
23676,1,2451,1316
23677,1,491,365
23678,1,1127,371
23679,1,2416,541
23680,1,2831,632
23681,1,6130,1332
23682,1,3061,1081
23683,1,1578,556
23684,1,3078,640
23685,2,2331,630
23686,2,20466,5194
23687,1,10891,1195
23688,1,88,60
23689,1,8443,2849
23690,6,2945,604
23691,1,683,289
23692,1,5422,659
23693,2,1167,966
23694,4,8403,1026
23695,5,2019,401
23696,2,5668,1217
23697,5,1359,316
23698,1,1435,284
23699,1,3684,1289
23700,1,1412,144
23701,5,2377,436
23702,1,2031,1029
23703,1,3658,2030
23704,1,2770,2350
23705,1,0,635
23706,1,2482,521
23707,1,887,190
23708,2,1314,434
23709,1,19880,3413
23710,4,2762,1039
23711,1,14839,4084
23712,1,4849,1479
23713,5,7168,86339
23714,4,11298,1727
23715,1,2626,777
23716,1,4626,1989
23717,1,4857,2845
23718,1,3635,1068
23719,5,2214,544
23720,1,7430,2699
23721,1,6146,1630
23722,1,781,91
23723,1,1259,163
23724,5,7660,871
23725,1,1349,637
23726,2,9580,3563
23727,1,20614,1886
23728,1,1829,655
23729,1,5757,1151
23730,1,1964,490
23731,5,14879,1680
23732,1,2962,896
23733,1,1340,643
23734,1,2864,740
23735,1,1772,1083
23736,1,865,327
23737,2,456,131
23738,1,1595,625
23739,5,3748,1350
23740,2,12655,600
23741,1,11175,2491
23742,2,4207,972
23743,2,827,176
23744,2,1210,324
23745,1,7306,1262
23746,5,3978,419
23747,1,21152,3499
23748,1,5145,1980
23749,1,3406,961
23750,2,19937,2834
23751,1,1494,350
23752,1,1156,384
23753,1,513,304
23754,1,2575,416
23755,2,3258,788
23756,2,3318,1149
23757,1,1567,545
23758,2,1613,429
23759,2,1527,289
23760,2,6701,2168
23761,1,1420,559
23762,2,583,150
23763,6,1247,606
23764,1,2561,478
23765,1,2098,460
23766,1,758,193
23767,1,3272,1258
23768,1,1389,273
23769,3,1550,702
23770,1,11445,3462
23771,1,1148,283
23772,1,669,363
23773,1,6655,1214
23774,1,2361,1207
23775,4,22489,3241
23776,6,3468,1349
23777,1,7454,1242
23778,1,747,366
23779,1,63,702
23780,1,579,145
23781,1,1272,118
23782,1,633,280
23783,1,1905,678
23784,2,1384,427
23785,1,12829,1200
23786,1,11381,1054
23787,1,5158,1854
23788,5,1094,206
23789,1,3173,2186
23790,1,2239,350
23791,5,3156,893
23792,1,1877,351
23793,2,8966,2243
23794,1,20709,2356
23795,1,1778,984
23796,5,1294,374
23797,1,2881,579
23798,2,611,219
23799,1,1023,500
23800,3,2135,400
23801,1,5943,1256
23802,1,16704,1261
23803,1,1014,273
23804,1,1119,252
23805,1,1120,478
23806,2,390,175
23807,1,881,87
23808,1,4287,1153
23809,1,1869,1185
23810,1,1498,389
23811,1,795,168
23812,1,1806,585
23813,1,1209,611
23814,5,2817,1438
23815,1,4984,1799
23816,2,1059,165
23817,2,3803,2090
23818,1,332,314
23819,1,2036,427
23820,1,410,178
23821,1,1824,790
23822,1,4313,563
23823,3,16338,2118
23824,6,3335,462
23825,6,3341,1031
23826,1,1154,804
23827,1,2364,967
23828,2,6509,1486
23829,1,3249,700
23830,1,3340,624
23831,1,907,250
23832,1,2563,770
23833,2,2051,977
23834,4,3361,1100
23835,2,1225,332
23836,1,1722,427
23837,1,1010,243
23838,2,1681,521
23839,6,1336,683
23840,1,1732,799
23841,1,925,521
23842,1,996,255
23843,1,701,170
23844,1,2405,434
23845,1,2878,1369
23846,6,1960,1185
23847,1,4334,1341
23848,5,594,202
23849,2,892,617
23850,1,1422,464
23851,2,1620,453
23852,1,3852,1144
23853,1,1428,801
23854,1,9831,1390
23855,1,10937,2932
23856,4,4400,810
23857,5,5561,830
23858,1,16659,1519
23859,1,1073,536
23860,1,19209,1393
23861,1,1153,374
23862,1,9344,1859
23863,1,2135,753
23864,1,1597,629
23865,1,2459,613
23866,3,2263,444
23867,5,1031,357
23868,1,1701,401
23869,1,2534,824
23870,1,1315,297
23871,1,3770,584
23872,2,731,376
23873,1,3827,1087
23874,1,1683,452
23875,1,666,660
23876,1,5098,2418
23877,3,1175,545
23878,1,6,21
23879,1,9282,1445
23880,1,3729,1454
23881,3,2861,795
23882,1,12927,3803
23883,1,8659,1558
23884,1,7293,2157
23885,1,5472,990
23886,1,830,543
23887,1,1008,490
23888,1,2072,1232
23889,2,1615,703
23890,2,2075,703
23891,5,1777,1269
23892,1,1309,255
23893,1,20598,1592
23894,1,1235,364
23895,4,1094,239
23896,1,1689,598
23897,1,699,97
23898,6,6854,909
23899,1,2632,361
23900,1,2063,381
23901,4,2000,664
23902,2,3033,766
23903,1,13944,1577
23904,1,1794,257
23905,1,961,311
23906,1,1038,630
23907,1,2630,401
23908,6,2068,850
23909,1,570,432
23910,1,6372,1375
23911,2,6355,915
23912,1,1376,681
23913,1,1854,317
23914,2,2381,579
23915,1,8029,1240
23916,6,9738,1584
23917,1,2264,359
23918,1,1703,494
23919,1,2132,401
23920,1,3722,547
23921,1,9470,1525
23922,2,1444,689
23923,1,2720,608
23924,1,945,293
23925,1,1222,436
23926,5,3876,700
23927,1,1414,508
23928,1,1445,778
23929,1,1313,994
23930,1,2152,813
23931,1,8282,919
23932,2,2546,728
23933,1,2074,1031
23934,1,1810,241
23935,2,580,249
23936,1,1320,513
23937,1,9454,1655
23938,1,3545,877
23939,1,2035,608
23940,1,5346,671
23941,1,3300,1004
23942,1,1666,511
23943,1,1281,628
23944,5,14981,1257
23945,1,818,289
23946,1,2605,900
23947,1,3593,771
23948,2,2023,936
23949,3,1061,269
23950,1,933,187
23951,2,2522,714
23952,1,596,297
23953,1,4839,891
23954,1,823,252
23955,1,893,189
23956,2,2118,1052
23957,2,762,148
23958,1,2033,338
23959,1,18440,2946
23960,1,22809,2720
23961,1,6275,696
23962,1,2013,318
23963,5,2723,1174
23964,1,2660,634
23965,1,943,739
23966,1,4107,967
23967,1,5171,1451
23968,1,1805,664
23969,3,7944,1068
23970,5,6619,1283
23971,1,1297,506
23972,1,4152,762
23973,2,4404,1892
23974,1,2153,762
23975,1,21709,2543
23976,1,1456,848
23977,2,1291,405
23978,1,1389,377
23979,3,3726,984
23980,2,1171,297
23981,2,6912,705
23982,3,5972,1292
23983,2,2,1189
23984,1,2394,692
23985,1,2224,688
23986,1,885,179
23987,1,1221,507
23988,1,1176,332
23989,1,988,500
23990,1,2565,461
23991,1,2141,420
23992,1,1873,456
23993,1,2043,324
23994,1,1583,590
23995,1,3163,364
23996,1,1532,403
23997,3,4519,1562
23998,1,3589,1256
23999,1,20191,2168
24000,1,6712,1704
24001,1,3745,961
24002,5,1683,385
24003,1,5431,750
24004,2,2434,765
24005,1,3256,1015
24006,1,4907,2413
24007,1,6380,999
24008,1,1629,312
24009,3,2028,741
24010,1,18100,2021
24011,1,1119,477
24012,1,582,194
24013,2,602,266
24014,3,1897,1328
24015,1,1120,216
24016,1,7316,937
24017,1,1822,456
24018,2,3392,2167
24019,5,1970,602
24020,5,1439,700
24021,5,2072,501
24022,1,18333,3761
24023,2,6403,799
24024,2,17934,2693
24025,1,335,250
24026,1,21435,1866
24027,1,3625,776
24028,1,1319,555
24029,2,4082,856
24030,1,16103,2807
24031,6,2266,670
24032,5,1043,260
24033,1,674,398
24034,2,1626,271
24035,5,802,397
24036,1,1579,314
24037,2,2430,1212
24038,1,1161,134
24039,1,1565,272
24040,1,1034,135
24041,1,3686,1215
24042,1,1948,530
24043,1,5468,729
24044,1,1375,405
24045,2,573,152
24046,2,1687,517
24047,3,9735,2805
24048,2,2627,1136
24049,1,12774,1534
24050,1,1408,1208
24051,1,3336,1063
24052,1,1742,368
24053,4,759,639
24054,1,2676,645
24055,1,585,128
24056,2,21026,3088
24057,2,6278,1505
24058,1,1257,388
24059,1,1036,594
24060,1,3518,670
24061,1,481,184
24062,1,2904,644
24063,4,601,475
24064,1,1479,547
24065,1,5323,674
24066,1,1045,188
24067,1,2101,1155
24068,1,6858,983
24069,3,2133,1056
24070,3,3938,962
24071,1,1965,455
24072,1,4337,834
24073,1,3966,643
24074,1,786,229
24075,2,827,818
24076,1,780,242
24077,1,121,30
24078,1,2607,921
24079,1,5734,861
24080,1,3471,1310
24081,1,1906,1220
24082,5,1434,327
24083,5,690,425
24084,1,2164,676
24085,1,3634,1214
24086,1,9308,1694
24087,6,672,735
24088,1,0,335
24089,5,2005,542
24090,1,907,311
24091,1,3430,787
24092,1,1556,370
24093,1,1140,522
24094,1,1460,495
24095,1,1779,601
24096,1,3522,1159
24097,2,230,129
24098,1,820,1906
24099,1,5175,2070
24100,2,1207,318
24101,2,1200,251
24102,2,1595,405
24103,1,1618,845
24104,1,1768,747
24105,1,8727,2556
24106,5,4423,807
24107,2,2110,419
24108,2,5318,1100
24109,2,1762,1066
24110,1,988,181
24111,2,466,216
24112,1,973,305
24113,1,3589,1288
24114,3,1914,792
24115,2,12464,1725
24116,1,7061,1077
24117,1,2379,996
24118,1,5545,1189
24119,1,1458,261
24120,1,1101,170
24121,1,2634,778
24122,1,1988,178
24123,6,140,49
24124,5,1780,369
24125,1,2087,539
24126,1,1189,556
24127,1,1649,413
24128,6,8924,1230
24129,1,6647,1086
24130,6,1866,579
24131,1,1511,810
24132,1,839,1253
24133,1,2630,908
24134,1,951,262
24135,2,807,313
24136,5,960,299
24137,1,2540,1118
24138,1,1220,121
24139,1,8314,1505
24140,1,1500,481
24141,1,6430,3217
24142,1,1059,230
24143,2,2327,773
